-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: latitude  29.8   longitude 40.1 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 685.2 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_SW_DNI     CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,WS10M,ALLSKY_KT,ALLSKY_SFC_SW_DNI
2023,4,10,20.76,56.28,6.91,0.39,0.6578
2023,4,11,21.59,64.97,4.77,0.37,1.2732
2023,4,12,16.74,51.02,7.62,0.59,3.0139
2023,4,13,14.08,50.26,5.93,0.76,8.0347
2023,4,14,14.52,49.34,2.33,0.77,9.0437
2023,4,15,16.56,41.55,5.6,0.56,2.2284
2023,4,16,18.95,45.97,4.61,0.63,5.1535
2023,4,17,20.15,36.27,3.84,0.72,7.3726
2023,4,18,21.82,30.62,3.39,0.71,6.9077
2023,4,19,23.65,36.38,3.66,0.73,7.6903
2023,4,20,25.14,39.12,4.13,0.63,3.8484
2023,4,21,21.95,41.33,3.41,0.72,7.0121
2023,4,22,22.78,32.68,3.78,0.64,4.913
2023,4,23,23.54,43.66,2.97,0.53,1.2521
2023,4,24,23.05,36.74,3.43,0.57,4.1254
2023,4,25,21.51,29.24,2.36,0.75,7.9092
2023,4,26,22.3,24.53,2.04,0.76,8.5505
2023,4,27,23.52,28.12,3.7,0.75,8.1857
2023,4,28,23.63,27.64,3.81,0.74,7.2098
2023,4,29,19.82,35.78,4.93,0.76,8.3947
2023,4,30,18.39,32.39,4.57,0.78,9.7704
2023,5,1,19.41,23.2,3.11,0.71,7.3486
2023,5,2,21.05,25.92,5.13,0.75,8.3515
2023,5,3,22.14,28.81,5.0,0.73,7.1002
2023,5,4,21.86,27.19,5.77,0.71,5.8027
2023,5,5,23.1,21.68,5.13,0.76,8.7048
2023,5,6,25.39,20.85,4.96,0.73,6.9053
2023,5,7,23.67,26.36,2.75,0.76,7.6361
2023,5,8,23.98,22.36,2.87,0.75,7.02
2023,5,9,24.06,25.74,3.27,0.71,5.8178
2023,5,10,25.38,23.15,2.86,0.74,7.1976
2023,5,11,26.7,22.47,6.69,0.72,6.1882
2023,5,12,28.73,19.3,4.63,0.75,7.9039
2023,5,13,24.73,23.67,5.54,0.73,6.3451
2023,5,14,25.14,25.05,2.49,0.75,7.9303
2023,5,15,26.12,17.27,2.54,0.69,5.1122
2023,5,16,26.17,17.69,5.13,0.72,6.2146
2023,5,17,27.92,17.84,4.49,0.64,3.8818
2023,5,18,29.14,17.08,2.93,0.73,6.305
2023,5,19,26.16,25.48,5.04,0.7,5.1713
2023,5,20,24.14,23.52,4.83,0.74,7.1016
2023,5,21,24.04,25.2,4.1,0.73,7.3534
2023,5,22,28.94,17.88,2.97,0.74,7.4748
2023,5,23,26.35,25.73,4.48,0.57,2.8382
2023,5,24,27.56,36.36,3.39,0.58,3.3334
2023,5,25,28.77,25.44,3.86,0.58,3.0811
2023,5,26,27.82,17.07,4.22,0.7,5.8478
2023,5,27,26.78,20.14,3.75,0.59,2.6849
2023,5,28,27.25,33.83,5.91,0.19,0.041
2023,5,29,26.59,46.46,5.13,0.49,1.2262
2023,5,30,26.11,50.0,3.72,0.63,3.6893
2023,5,31,25.81,38.74,2.94,0.66,4.9126
2023,6,1,27.91,31.49,3.1,0.74,8.5505
2023,6,2,29.43,24.06,3.54,0.73,7.5629
2023,6,3,31.23,27.38,2.41,0.65,4.5504
2023,6,4,29.46,29.78,4.01,0.67,4.5396
2023,6,5,29.68,34.97,3.55,0.65,4.5691
2023,6,6,30.51,29.97,3.82,0.73,7.8763
2023,6,7,28.91,18.92,4.38,0.74,8.2099
2023,6,8,29.47,17.98,3.3,0.74,7.9522
2023,6,9,32.25,19.28,4.57,0.67,4.854
2023,6,10,32.79,24.1,5.93,0.59,3.3084
2023,6,11,30.12,26.05,4.63,0.7,5.1487
2023,6,12,29.7,23.92,4.08,0.75,8.9297
2023,6,13,29.28,26.39,5.1,0.75,8.6719
2023,6,14,31.04,26.16,2.75,0.6,2.435
2023,6,15,29.35,24.66,6.16,0.72,7.0906
2023,6,16,28.05,23.81,5.22,0.75,9.5208
2023,6,17,31.28,19.57,2.92,0.75,8.8594
2023,6,18,30.76,27.01,4.9,0.73,7.5274
2023,6,19,29.83,19.93,4.32,0.74,7.5564
2023,6,20,28.44,21.04,4.19,0.73,7.2991
2023,6,21,30.21,18.44,2.65,0.72,7.0966
2023,6,22,32.22,16.02,2.86,0.73,7.4064
2023,6,23,33.06,14.42,3.11,0.76,8.651
2023,6,24,33.32,14.32,3.1,0.75,8.6354
2023,6,25,32.8,13.8,4.01,0.73,7.7429
2023,6,26,32.19,14.48,4.0,0.73,7.9915
2023,6,27,31.13,13.6,4.04,0.73,8.3011
2023,6,28,31.22,13.17,3.58,0.78,10.3018
2023,6,29,32.46,13.89,3.61,0.75,9.1536
2023,6,30,31.34,18.66,4.16,0.73,7.8758
2023,7,1,31.86,13.89,2.9,0.72,7.511
2023,7,2,32.64,16.32,2.09,0.69,6.9288
2023,7,3,32.85,14.85,3.79,0.72,8.2776
2023,7,4,32.79,12.33,4.02,0.75,9.3869
2023,7,5,33.0,11.94,4.18,0.74,9.1039
2023,7,6,33.15,13.96,4.25,0.72,7.8094
2023,7,7,33.57,14.58,3.89,0.7,7.1462
2023,7,8,32.75,19.83,4.39,0.7,7.4597
2023,7,9,31.92,18.61,4.56,0.75,9.443
2023,7,10,31.65,24.93,4.33,0.74,8.8025
2023,7,11,32.59,20.31,3.16,0.71,7.7914
2023,7,12,33.48,18.39,4.34,0.7,7.044
2023,7,13,33.34,13.86,4.52,0.74,8.9441
2023,7,14,33.69,10.3,3.54,0.76,9.7733
2023,7,15,34.69,9.22,2.03,0.76,9.5738
2023,7,16,35.41,10.89,2.62,0.73,8.279
2023,7,17,34.65,12.75,4.19,0.73,7.7426
2023,7,18,34.21,13.35,4.0,0.74,8.5498
2023,7,19,34.88,12.18,2.0,0.76,9.559
2023,7,20,34.29,11.81,3.91,0.76,9.4176
2023,7,21,34.47,12.11,2.87,0.74,8.5872
2023,7,22,34.11,14.36,3.46,0.73,7.7628
2023,7,23,34.52,12.72,4.3,0.73,7.8086
2023,7,24,33.78,12.57,5.22,0.75,9.013
2023,7,25,34.04,15.51,4.03,0.75,8.8517
2023,7,26,34.46,16.75,3.14,0.72,7.2094
2023,7,27,35.57,14.12,3.2,0.71,6.8386
2023,7,28,34.86,14.27,4.53,0.71,6.7716
2023,7,29,34.15,11.03,3.72,0.75,8.239
2023,7,30,34.62,15.95,3.08,0.74,8.5301
2023,7,31,35.14,13.79,3.83,0.73,7.2708
2023,8,1,35.64,14.12,4.36,0.71,6.2518
2023,8,2,34.91,14.68,4.54,0.7,5.8745
2023,8,3,33.64,17.95,5.09,0.72,7.2895
2023,8,4,33.04,16.38,4.38,0.75,9.0334
2023,8,5,31.85,18.69,4.5,0.75,9.2057
2023,8,6,31.77,17.48,3.96,0.74,8.3369
2023,8,7,31.19,14.36,4.77,0.72,7.3894
2023,8,8,31.23,16.57,4.57,0.74,8.1096
2023,8,9,32.69,16.39,3.37,0.75,8.557
2023,8,10,34.6,13.3,1.97,0.73,7.9363
2023,8,11,34.96,13.58,3.09,0.7,6.2623
2023,8,12,35.59,13.0,3.55,0.65,4.5494
2023,8,13,36.05,12.91,5.32,0.67,5.2346
2023,8,14,36.87,11.24,4.78,0.69,5.7461
2023,8,15,36.03,10.31,3.75,0.7,6.3478
2023,8,16,35.7,11.57,3.6,0.71,6.7102
2023,8,17,35.55,9.8,4.09,0.66,4.806
2023,8,18,35.37,11.43,3.94,0.68,5.0234
2023,8,19,35.6,11.8,2.23,0.67,4.5046
2023,8,20,35.52,11.35,2.95,0.7,6.2623
2023,8,21,35.67,13.05,2.34,0.7,6.403
2023,8,22,36.39,12.07,2.0,0.67,4.9375
2023,8,23,37.28,11.47,2.21,0.65,4.0934
2023,8,24,36.81,11.68,2.33,0.67,4.9092
2023,8,25,36.05,10.81,4.53,0.71,6.4543
2023,8,26,33.9,16.8,3.5,0.72,7.1818
2023,8,27,32.6,18.46,3.68,0.72,7.3925
2023,8,28,30.33,21.54,5.39,0.69,6.1164
2023,8,29,28.76,29.75,5.12,0.69,6.5273
2023,8,30,29.7,27.59,3.55,0.71,7.6946
2023,8,31,30.33,18.25,2.9,0.74,8.4007
2023,9,1,30.95,16.99,3.84,0.72,6.8669
2023,9,2,31.76,16.85,3.34,0.73,6.995
2023,9,3,32.13,19.89,2.71,0.71,6.1901
2023,9,4,33.13,14.64,5.3,0.71,6.2424
2023,9,5,33.44,13.82,3.73,0.7,6.061
2023,9,6,33.87,13.66,3.38,0.7,5.8805
2023,9,7,34.05,17.48,4.03,0.7,5.9815
2023,9,8,33.65,14.26,3.53,0.69,5.2536
2023,9,9,34.17,13.23,2.67,0.69,5.4545
2023,9,10,31.12,24.18,4.9,0.68,5.4266
2023,9,11,29.82,28.89,4.4,0.69,5.5716
2023,9,12,31.46,17.43,3.59,0.67,4.6118
2023,9,13,28.8,25.09,5.61,0.68,4.439
2023,9,14,29.79,29.6,2.48,0.67,4.1954
2023,9,15,30.49,24.06,3.87,0.64,3.366
2023,9,16,30.83,20.02,3.45,0.67,4.2406
2023,9,17,29.88,18.47,3.98,0.7,5.4043
2023,9,18,29.48,16.26,3.44,0.68,5.1283
2023,9,19,29.22,13.85,2.61,0.7,5.6798
2023,9,20,30.0,13.85,4.18,0.7,5.37
2023,9,21,28.93,17.76,2.93,0.7,5.5226
2023,9,22,31.02,15.23,3.19,0.7,5.8272
2023,9,23,31.14,14.0,2.67,0.69,5.4754
2023,9,24,31.72,14.76,3.57,0.67,4.7623
2023,9,25,30.17,18.41,4.64,0.69,5.2366
2023,9,26,29.08,17.18,3.63,0.74,7.7088
2023,9,27,30.33,12.21,2.63,0.73,7.0896
2023,9,28,30.3,13.97,3.19,0.71,6.2042
2023,9,29,29.48,16.6,3.48,0.69,5.3578
2023,9,30,27.81,17.68,2.65,0.69,5.3566
2023,10,1,28.08,19.14,2.97,0.7,5.4216
2023,10,2,25.71,40.89,4.62,0.65,4.0666
2023,10,3,27.16,38.88,2.17,0.6,3.3053
2023,10,4,27.26,34.11,2.55,0.65,4.1023
2023,10,5,26.51,38.96,4.92,0.66,4.3646
2023,10,6,27.48,32.06,4.33,0.65,3.9638
2023,10,7,27.93,29.88,4.13,0.66,4.4719
2023,10,8,28.34,22.28,2.64,0.7,5.7245
2023,10,9,28.8,20.61,3.63,0.65,4.1273
2023,10,10,29.27,18.23,2.57,0.62,2.9023
2023,10,11,27.83,33.9,3.72,0.61,2.741
2023,10,12,25.87,33.13,3.88,0.68,5.22
2023,10,13,25.87,26.14,3.0,0.67,4.6762
2023,10,14,27.11,22.96,2.78,0.7,5.5711
2023,10,15,23.17,39.91,5.88,0.7,6.2246
2023,10,16,21.08,43.6,3.92,0.7,5.9249
2023,10,17,21.65,35.22,2.04,0.7,5.9494
2023,10,18,22.9,28.11,4.05,0.67,4.1263
2023,10,19,22.66,31.38,3.24,0.71,5.4655
2023,10,20,23.04,26.62,3.07,0.67,4.7093
2023,10,21,22.98,26.28,5.09,0.64,3.6192
2023,10,22,23.62,27.65,6.45,0.5,1.3829
2023,10,23,23.81,38.23,4.92,0.43,1.4774
2023,10,24,22.84,51.05,4.08,0.54,1.5926
2023,10,25,22.92,49.64,2.89,0.66,4.709
2023,10,26,22.47,43.58,3.22,0.7,5.7758
2023,10,27,22.77,39.69,4.0,0.53,2.6657
2023,10,28,23.07,39.03,2.9,0.56,1.8511
2023,10,29,20.29,69.29,2.31,0.22,0.2508
2023,10,30,19.48,70.57,2.42,0.34,0.6266
2023,10,31,19.96,61.94,2.63,0.62,3.9857
2023,11,1,21.06,57.98,1.5,0.57,2.965
2023,11,2,21.33,57.63,2.48,0.69,6.4483
2023,11,3,22.51,51.82,1.76,0.7,7.2098
2023,11,4,22.66,41.93,1.74,0.7,6.8854
2023,11,5,21.67,39.13,2.01,0.67,5.5675
2023,11,6,21.89,40.6,2.27,0.63,4.7702
2023,11,7,21.78,40.32,2.45,0.73,7.5828
2023,11,8,20.75,32.12,1.68,0.75,8.3472
2023,11,9,19.81,31.41,3.05,0.76,8.5802
2023,11,10,20.38,32.24,3.84,0.75,8.322
2023,11,11,20.66,32.07,3.08,0.72,7.2977
2023,11,12,20.64,29.31,3.54,0.63,3.3677
2023,11,13,21.07,35.59,3.74,0.57,3.0905
2023,11,14,20.55,55.37,3.1,0.41,1.693
2023,11,15,17.8,67.13,2.4,0.64,4.4942
2023,11,16,15.45,70.11,1.32,0.58,4.1738
2023,11,17,15.23,59.49,2.62,0.68,5.7062
2023,11,18,16.72,51.4,3.71,0.71,6.9058
2023,11,19,18.45,50.12,4.84,0.66,4.9867
2023,11,20,13.96,62.42,7.15,0.65,3.9876
2023,11,21,13.38,64.12,3.01,0.75,8.4386
2023,11,22,12.45,55.22,6.41,0.69,5.8966
2023,11,23,10.84,65.5,5.14,0.54,2.8306
2023,11,24,11.13,84.0,2.48,0.49,2.8512
2023,11,25,14.64,67.54,4.45,0.62,3.797
2023,11,26,17.09,49.09,4.32,0.61,2.7547
2023,11,27,13.57,50.34,4.88,0.72,6.2983
2023,11,28,10.86,71.12,2.3,0.71,6.1044
2023,11,29,11.43,60.48,4.2,0.59,3.6581
2023,11,30,12.22,60.08,4.39,0.69,5.9796
2023,12,1,12.83,55.8,4.93,0.67,5.2795
2023,12,2,12.24,60.17,3.92,0.64,4.4148
2023,12,3,13.91,58.38,3.78,0.66,5.111
2023,12,4,14.66,55.76,3.93,0.69,5.8514
2023,12,5,16.43,48.42,4.86,0.7,6.5575
2023,12,6,14.01,63.04,3.22,0.64,4.495
2023,12,7,14.72,64.24,2.43,0.67,5.6717
2023,12,8,15.25,52.26,5.02,0.6,3.4788
2023,12,9,14.98,57.73,3.84,0.63,4.5643
2023,12,10,14.96,59.52,4.27,0.62,3.8134
2023,12,11,16.91,44.82,4.15,0.6,2.5901
2023,12,12,16.03,57.75,2.87,0.18,0.3626
2023,12,13,11.61,77.83,6.09,0.64,4.8475
2023,12,14,10.75,76.0,3.76,0.72,7.6682
2023,12,15,10.12,69.01,2.06,0.67,6.2018
2023,12,16,9.58,55.3,3.55,0.75,8.0083
2023,12,17,10.91,47.33,2.89,0.73,7.1165
2023,12,18,10.32,55.07,3.1,0.69,5.4463
2023,12,19,8.28,72.55,3.46,0.63,4.8708
2023,12,20,7.56,65.59,3.83,0.66,5.059
2023,12,21,10.35,55.92,4.67,0.59,2.957
2023,12,22,12.76,67.45,3.7,0.54,3.2304
2023,12,23,9.85,62.03,4.64,0.72,6.7606
2023,12,24,9.93,65.94,2.81,0.72,6.4466
2023,12,25,10.89,66.56,1.75,0.71,6.5076
2023,12,26,10.9,74.25,5.28,0.67,4.841
2023,12,27,10.2,84.16,5.66,0.25,0.2206
2023,12,28,9.85,89.6,4.22,0.46,2.2142
2023,12,29,9.85,85.21,4.64,0.33,1.722
2023,12,30,10.7,77.28,2.81,0.31,1.0874
2023,12,31,11.01,73.05,1.78,0.42,1.6363
