-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: latitude  24.7   longitude 46.7 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 614.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_SW_DNI     CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,WS10M,ALLSKY_KT,ALLSKY_SFC_SW_DNI
2023,4,10,23.04,30.17,3.38,0.63,3.8916
2023,4,11,24.69,44.6,5.6,0.63,4.3649
2023,4,12,27.65,36.09,6.9,0.66,4.4616
2023,4,13,24.41,59.83,4.28,0.57,2.5354
2023,4,14,21.91,55.17,3.93,0.38,0.5866
2023,4,15,20.27,54.79,2.64,0.49,1.169
2023,4,16,20.78,73.46,3.02,0.45,1.2072
2023,4,17,22.42,73.03,2.48,0.27,0.216
2023,4,18,24.72,56.26,2.3,0.63,3.7829
2023,4,19,22.04,64.68,2.43,0.53,2.2442
2023,4,20,24.23,48.02,1.84,0.73,7.2751
2023,4,21,25.31,32.92,1.48,0.71,7.0219
2023,4,22,27.1,32.3,1.64,0.61,3.318
2023,4,23,26.92,44.4,3.3,0.68,5.3148
2023,4,24,28.01,38.43,3.62,0.65,4.4059
2023,4,25,26.85,39.83,4.03,0.65,4.1832
2023,4,26,25.19,49.39,3.94,0.49,2.1703
2023,4,27,25.96,45.91,2.15,0.72,6.4507
2023,4,28,26.55,36.24,5.07,0.54,2.2862
2023,4,29,27.4,38.43,4.63,0.67,4.7851
2023,4,30,27.12,28.24,3.53,0.72,6.1392
2023,5,1,27.28,21.71,4.27,0.73,6.5618
2023,5,2,25.98,22.59,5.12,0.69,4.8878
2023,5,3,26.54,25.17,3.1,0.68,4.445
2023,5,4,26.77,24.58,3.51,0.67,4.0282
2023,5,5,26.97,22.79,2.93,0.67,4.475
2023,5,6,28.76,19.69,4.08,0.69,5.2116
2023,5,7,30.84,17.53,4.84,0.69,5.477
2023,5,8,31.71,18.53,3.85,0.69,5.1053
2023,5,9,30.68,18.72,4.91,0.62,3.4915
2023,5,10,31.24,17.55,4.22,0.69,5.2594
2023,5,11,31.62,16.36,5.23,0.56,1.7966
2023,5,12,32.57,15.63,4.33,0.72,6.9432
2023,5,13,33.46,14.22,4.59,0.71,6.2602
2023,5,14,31.34,16.06,4.45,0.68,4.747
2023,5,15,29.69,15.67,3.88,0.61,2.6436
2023,5,16,31.34,16.92,4.93,0.57,2.6798
2023,5,17,32.31,18.38,6.3,0.7,5.6225
2023,5,18,31.64,25.1,5.5,0.36,0.4363
2023,5,19,29.96,35.03,6.56,0.61,3.6953
2023,5,20,31.85,26.37,3.13,0.58,2.6669
2023,5,21,30.93,30.74,4.36,0.6,2.3057
2023,5,22,32.45,26.24,3.32,0.67,4.8684
2023,5,23,32.45,26.44,4.15,0.43,1.2266
2023,5,24,32.45,24.73,3.72,0.5,1.0855
2023,5,25,33.19,19.48,1.48,0.6,3.12
2023,5,26,33.87,19.84,1.77,0.54,2.4946
2023,5,27,33.78,21.23,2.7,0.66,5.0045
2023,5,28,34.66,21.24,3.79,0.67,5.1744
2023,5,29,33.82,28.3,1.82,0.52,1.5132
2023,5,30,31.8,34.27,7.16,0.44,0.8767
2023,5,31,33.01,27.72,3.93,0.54,2.1233
2023,6,1,33.99,30.41,1.38,0.61,3.4397
2023,6,2,33.39,25.65,2.81,0.62,3.3684
2023,6,3,32.95,16.01,4.61,0.7,5.8526
2023,6,4,33.86,17.74,4.65,0.68,4.7086
2023,6,5,34.24,17.56,4.43,0.68,4.6874
2023,6,6,34.14,16.6,4.59,0.68,5.0652
2023,6,7,34.5,18.71,2.02,0.7,5.563
2023,6,8,35.22,15.25,4.19,0.73,7.1921
2023,6,9,33.59,13.82,6.17,0.74,7.4465
2023,6,10,34.58,14.22,3.48,0.72,6.1097
2023,6,11,36.1,14.29,2.94,0.7,5.6393
2023,6,12,36.37,15.24,4.01,0.67,4.8329
2023,6,13,36.42,14.11,4.64,0.73,6.9811
2023,6,14,34.83,16.17,6.61,0.72,6.3626
2023,6,15,36.16,14.11,3.74,0.69,4.9733
2023,6,16,34.74,13.93,6.58,0.71,5.5704
2023,6,17,33.31,14.84,5.45,0.74,8.22
2023,6,18,33.4,15.83,6.32,0.74,7.7573
2023,6,19,34.5,15.48,6.01,0.72,6.0146
2023,6,20,34.17,14.99,5.51,0.7,5.2212
2023,6,21,34.61,13.85,4.12,0.7,5.483
2023,6,22,34.39,16.26,2.61,0.7,5.5392
2023,6,23,35.27,14.73,2.56,0.71,6.3499
2023,6,24,37.08,11.73,5.04,0.72,6.8558
2023,6,25,36.22,12.61,4.25,0.73,7.2266
2023,6,26,35.09,12.93,5.52,0.71,6.5705
2023,6,27,35.36,12.68,5.27,0.69,6.1822
2023,6,28,35.73,11.56,3.89,0.71,6.5107
2023,6,29,35.55,9.89,3.98,0.73,7.4371
2023,6,30,35.91,9.81,3.39,0.73,7.4854
2023,7,1,36.59,12.34,2.33,0.71,6.9156
2023,7,2,36.41,12.68,3.41,0.7,6.3002
2023,7,3,35.67,15.0,3.3,0.69,5.9983
2023,7,4,35.88,15.16,3.59,0.69,6.1898
2023,7,5,35.14,10.54,5.72,0.73,8.357
2023,7,6,35.17,10.77,5.04,0.72,7.0243
2023,7,7,36.01,11.03,4.55,0.69,5.7156
2023,7,8,36.92,10.48,4.31,0.7,6.4315
2023,7,9,36.96,11.75,2.8,0.72,7.2655
2023,7,10,37.13,11.79,2.46,0.73,7.505
2023,7,11,37.54,10.97,2.05,0.72,6.8186
2023,7,12,37.23,12.11,3.59,0.69,5.8502
2023,7,13,36.52,14.23,7.2,0.63,4.1611
2023,7,14,35.92,7.81,5.02,0.72,5.7622
2023,7,15,37.02,7.54,5.63,0.69,5.4216
2023,7,16,36.77,10.05,4.12,0.69,5.2445
2023,7,17,36.99,8.51,3.37,0.71,6.2172
2023,7,18,37.67,8.01,4.69,0.7,6.2926
2023,7,19,37.52,11.08,3.9,0.71,6.9226
2023,7,20,37.26,11.89,2.93,0.71,6.587
2023,7,21,37.67,10.32,1.91,0.69,5.6549
2023,7,22,36.95,11.27,3.08,0.69,5.5003
2023,7,23,37.32,9.69,4.48,0.68,5.3011
2023,7,24,37.34,11.46,3.68,0.67,5.1746
2023,7,25,38.21,9.85,1.88,0.61,3.0535
2023,7,26,37.95,10.87,3.93,0.68,5.4286
2023,7,27,37.49,13.94,3.34,0.67,4.6586
2023,7,28,37.67,12.24,2.99,0.67,4.433
2023,7,29,37.53,11.68,1.79,0.67,4.681
2023,7,30,37.78,12.42,2.72,0.68,5.5814
2023,7,31,38.17,10.55,3.41,0.71,6.4332
2023,8,1,38.05,10.92,3.52,0.71,6.4999
2023,8,2,38.09,10.49,2.99,0.7,5.681
2023,8,3,38.72,10.64,4.33,0.68,4.6044
2023,8,4,37.3,12.45,6.07,0.69,5.6971
2023,8,5,36.51,11.5,5.55,0.72,6.8659
2023,8,6,36.25,10.79,4.68,0.68,4.705
2023,8,7,36.41,12.49,4.03,0.7,5.2558
2023,8,8,35.99,11.11,5.2,0.71,6.5501
2023,8,9,35.78,10.25,4.55,0.72,7.0085
2023,8,10,36.43,9.97,4.78,0.71,6.4474
2023,8,11,36.33,14.3,3.4,0.66,4.9042
2023,8,12,36.86,13.89,3.51,0.66,4.1069
2023,8,13,38.27,17.3,2.14,0.59,3.0334
2023,8,14,37.94,14.82,3.51,0.66,3.9629
2023,8,15,38.22,10.66,3.19,0.66,4.704
2023,8,16,36.86,14.8,3.54,0.68,5.1235
2023,8,17,36.88,21.78,3.69,0.65,4.3601
2023,8,18,36.96,18.9,4.81,0.64,3.4234
2023,8,19,36.61,17.35,4.68,0.63,3.2366
2023,8,20,36.95,15.83,2.78,0.55,2.2318
2023,8,21,36.55,19.17,3.34,0.62,3.3634
2023,8,22,35.37,17.27,3.6,0.68,4.9838
2023,8,23,36.25,14.8,2.39,0.69,5.4979
2023,8,24,38.01,12.25,2.44,0.68,5.0414
2023,8,25,37.2,11.42,6.1,0.69,5.1773
2023,8,26,36.51,12.02,4.72,0.68,4.9133
2023,8,27,36.2,11.76,3.66,0.7,5.7331
2023,8,28,36.32,13.32,2.69,0.69,5.1454
2023,8,29,37.16,14.59,3.4,0.65,4.302
2023,8,30,37.14,13.89,5.0,0.63,3.899
2023,8,31,34.68,21.47,4.77,0.67,4.5122
2023,9,1,34.52,18.19,4.05,0.68,5.1622
2023,9,2,34.18,15.15,3.97,0.7,5.8774
2023,9,3,33.64,16.43,4.42,0.7,5.8493
2023,9,4,34.43,15.25,1.77,0.68,4.8862
2023,9,5,35.44,13.22,1.39,0.69,5.0575
2023,9,6,36.2,13.24,2.78,0.66,4.2953
2023,9,7,35.21,12.81,5.19,0.68,4.902
2023,9,8,34.98,13.55,3.8,0.68,4.6224
2023,9,9,35.12,13.81,2.8,0.69,4.9558
2023,9,10,35.55,13.3,2.92,0.68,4.7863
2023,9,11,36.67,12.52,3.63,0.63,3.5239
2023,9,12,35.33,17.43,3.99,0.68,4.6666
2023,9,13,35.14,16.96,3.47,0.68,4.5499
2023,9,14,35.32,12.07,3.47,0.69,4.8965
2023,9,15,33.74,16.48,4.97,0.65,3.4927
2023,9,16,33.22,17.79,3.16,0.68,4.2506
2023,9,17,34.42,14.88,2.66,0.62,3.1114
2023,9,18,34.26,13.82,3.47,0.66,3.8765
2023,9,19,33.82,15.22,3.72,0.67,4.2943
2023,9,20,32.71,14.98,4.48,0.68,4.4328
2023,9,21,32.58,14.3,4.41,0.68,4.5449
2023,9,22,34.13,11.75,2.86,0.7,5.7756
2023,9,23,33.64,11.19,4.66,0.7,5.5788
2023,9,24,32.44,15.26,3.84,0.69,4.5523
2023,9,25,33.09,12.88,2.71,0.69,5.0362
2023,9,26,33.07,12.26,2.72,0.66,4.2878
2023,9,27,32.56,14.92,2.4,0.7,5.4062
2023,9,28,31.27,12.64,4.02,0.72,5.8733
2023,9,29,32.25,10.89,2.6,0.71,6.0245
2023,9,30,31.22,12.46,3.03,0.7,5.6434
2023,10,1,29.65,16.42,2.99,0.7,5.526
2023,10,2,30.97,15.92,2.45,0.71,5.8231
2023,10,3,32.19,14.61,2.96,0.7,5.4228
2023,10,4,32.54,14.89,3.03,0.7,5.3429
2023,10,5,32.24,17.41,4.23,0.69,5.1314
2023,10,6,30.36,25.55,3.71,0.67,4.3406
2023,10,7,30.49,20.11,3.93,0.7,5.5097
2023,10,8,30.9,20.4,4.37,0.71,5.579
2023,10,9,30.94,21.24,3.05,0.69,5.2214
2023,10,10,29.57,18.94,2.75,0.71,5.831
2023,10,11,30.43,14.12,2.16,0.71,5.79
2023,10,12,30.82,11.88,1.62,0.72,6.1066
2023,10,13,29.24,15.74,3.73,0.73,6.5374
2023,10,14,29.76,17.5,3.59,0.72,6.4949
2023,10,15,29.42,17.4,3.0,0.71,6.0442
2023,10,16,29.7,14.23,3.21,0.7,5.5092
2023,10,17,28.6,16.26,2.35,0.69,5.1871
2023,10,18,27.81,20.56,4.43,0.69,5.221
2023,10,19,27.46,18.2,4.46,0.72,6.2995
2023,10,20,27.41,20.35,4.56,0.72,6.8474
2023,10,21,27.87,22.27,3.47,0.67,4.6006
2023,10,22,27.73,22.14,3.46,0.65,3.9475
2023,10,23,26.79,28.73,3.11,0.67,4.8036
2023,10,24,26.91,31.05,3.66,0.67,4.6222
2023,10,25,26.35,34.88,3.81,0.66,4.7282
2023,10,26,25.61,44.38,3.61,0.63,4.0282
2023,10,27,25.14,44.44,2.51,0.63,3.8006
2023,10,28,24.82,36.99,2.78,0.66,4.1786
2023,10,29,24.76,25.34,2.71,0.6,2.9606
2023,10,30,25.03,32.82,2.62,0.53,2.7314
2023,10,31,25.21,39.09,2.8,0.6,3.475
2023,11,1,26.06,39.37,3.25,0.6,3.2162
2023,11,2,25.56,49.15,3.69,0.55,2.7857
2023,11,3,25.87,46.56,2.14,0.59,2.9138
2023,11,4,25.97,45.87,2.29,0.6,3.5285
2023,11,5,26.05,41.07,2.22,0.53,2.6198
2023,11,6,24.82,37.22,2.49,0.57,3.3886
2023,11,7,23.37,31.79,3.51,0.65,4.2782
2023,11,8,23.2,32.1,2.82,0.7,6.2194
2023,11,9,21.69,30.38,2.32,0.71,6.3283
2023,11,10,21.82,29.3,1.66,0.64,4.0829
2023,11,11,21.6,38.09,2.17,0.44,0.4056
2023,11,12,22.94,39.77,1.92,0.63,3.8071
2023,11,13,22.35,46.43,2.5,0.57,2.3162
2023,11,14,23.74,41.92,3.45,0.58,2.6575
2023,11,15,23.95,38.92,4.69,0.43,1.225
2023,11,16,23.12,58.14,3.8,0.52,2.2656
2023,11,17,21.93,63.66,3.15,0.59,3.5971
2023,11,18,21.01,61.89,2.13,0.66,4.9378
2023,11,19,21.7,53.14,6.0,0.46,2.5169
2023,11,20,20.77,62.77,4.63,0.31,1.0675
2023,11,21,21.84,59.56,3.07,0.61,4.123
2023,11,22,19.46,62.87,4.69,0.51,2.261
2023,11,23,20.68,49.63,3.31,0.53,2.4888
2023,11,24,21.65,52.91,4.33,0.55,2.9131
2023,11,25,19.85,55.86,3.4,0.59,3.3538
2023,11,26,22.07,53.51,4.87,0.65,4.8062
2023,11,27,25.07,38.07,3.94,0.65,4.6817
2023,11,28,22.06,41.58,3.9,0.6,3.3838
2023,11,29,18.14,40.21,2.94,0.64,4.2211
2023,11,30,18.2,44.04,1.81,0.67,5.1406
2023,12,1,19.51,36.77,1.55,0.67,5.2829
2023,12,2,18.55,35.06,1.76,0.66,4.7513
2023,12,3,18.9,35.73,1.99,0.59,2.8901
2023,12,4,18.02,28.39,2.42,0.57,2.5397
2023,12,5,17.29,24.24,2.24,0.71,6.3739
2023,12,6,17.29,22.02,2.15,0.72,6.6473
2023,12,7,18.21,21.63,2.57,0.72,6.5098
2023,12,8,18.58,17.81,3.07,0.7,5.8968
2023,12,9,17.01,21.74,4.16,0.6,2.5421
2023,12,10,17.95,24.86,2.7,0.71,5.8639
2023,12,11,18.63,22.17,2.71,0.69,5.575
2023,12,12,17.65,26.41,3.09,0.66,4.5802
2023,12,13,18.21,30.67,6.04,0.4,1.6361
2023,12,14,14.68,51.25,4.72,0.73,7.477
2023,12,15,12.79,42.5,4.13,0.72,6.5522
2023,12,16,11.93,35.92,3.5,0.74,7.5377
2023,12,17,12.45,50.74,3.0,0.71,6.2671
2023,12,18,15.24,61.08,2.69,0.63,4.4453
2023,12,19,14.7,40.81,3.35,0.65,4.3006
2023,12,20,15.15,30.42,2.46,0.69,5.321
2023,12,21,14.99,34.46,3.39,0.69,5.6479
2023,12,22,17.12,34.08,4.93,0.67,5.2234
2023,12,23,20.13,44.63,5.61,0.46,1.1695
2023,12,24,17.63,46.86,3.35,0.58,3.229
2023,12,25,19.5,33.36,3.89,0.61,3.683
2023,12,26,18.11,47.2,3.39,0.64,4.422
2023,12,27,17.95,49.57,3.42,0.65,4.9471
2023,12,28,18.41,42.9,4.04,0.6,3.5818
2023,12,29,16.42,60.22,3.68,0.43,1.8658
2023,12,30,17.02,66.36,4.57,0.52,2.5632
2023,12,31,17.26,69.18,3.46,0.54,3.2134
