-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: latitude  21.5   longitude 39.2 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 123.46 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_SW_DNI     CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,WS10M,ALLSKY_KT,ALLSKY_SFC_SW_DNI
2023,4,10,29.92,53.8,6.33,0.57,3.7766
2023,4,11,30.46,54.89,7.94,0.67,5.4744
2023,4,12,28.66,53.23,6.91,0.54,2.5735
2023,4,13,26.13,35.24,7.3,0.55,3.3034
2023,4,14,28.34,51.62,4.24,0.67,5.4754
2023,4,15,28.91,61.22,3.8,0.63,4.579
2023,4,16,30.1,55.26,3.45,0.59,4.0332
2023,4,17,31.18,47.79,3.07,0.65,5.4845
2023,4,18,31.27,44.18,4.12,0.66,5.299
2023,4,19,31.93,45.47,4.39,0.64,5.0522
2023,4,20,31.48,45.46,4.89,0.69,6.4212
2023,4,21,31.19,43.02,3.5,0.6,3.401
2023,4,22,31.43,43.76,2.85,0.68,5.7598
2023,4,23,30.76,60.74,5.95,0.63,4.9378
2023,4,24,31.25,53.62,3.36,0.64,4.993
2023,4,25,31.43,52.45,4.72,0.64,5.0959
2023,4,26,31.06,49.7,3.19,0.68,6.013
2023,4,27,31.37,40.68,3.58,0.66,5.075
2023,4,28,31.02,42.11,2.88,0.62,4.5002
2023,4,29,30.21,35.67,3.52,0.73,8.3215
2023,4,30,28.55,41.07,5.78,0.74,8.2498
2023,5,1,28.49,40.81,5.21,0.73,8.4178
2023,5,2,29.34,39.23,4.7,0.72,7.5089
2023,5,3,30.27,35.86,5.02,0.73,7.805
2023,5,4,30.38,35.01,2.96,0.73,8.6873
2023,5,5,31.33,31.48,2.69,0.71,8.1038
2023,5,6,32.16,36.39,3.56,0.7,7.1849
2023,5,7,32.48,30.81,6.09,0.71,6.6518
2023,5,8,30.75,41.37,6.41,0.67,5.2966
2023,5,9,28.54,40.0,6.08,0.74,8.6114
2023,5,10,30.31,30.59,4.46,0.75,9.0958
2023,5,11,32.72,29.16,2.49,0.72,8.118
2023,5,12,34.72,20.66,3.04,0.72,7.355
2023,5,13,33.33,29.9,3.35,0.7,6.6809
2023,5,14,33.27,34.85,4.13,0.68,5.508
2023,5,15,32.82,36.53,2.56,0.69,6.0638
2023,5,16,32.86,44.11,3.22,0.72,7.8871
2023,5,17,34.49,42.88,3.71,0.69,6.9948
2023,5,18,33.81,50.24,3.61,0.69,6.8448
2023,5,19,33.8,39.08,2.71,0.69,6.57
2023,5,20,31.91,44.93,4.0,0.68,6.2047
2023,5,21,31.51,34.0,4.8,0.74,8.9402
2023,5,22,33.02,27.68,3.1,0.72,8.2219
2023,5,23,33.84,34.88,3.23,0.67,5.8013
2023,5,24,34.53,40.25,2.91,0.66,5.2085
2023,5,25,33.88,45.49,3.43,0.68,6.2052
2023,5,26,34.07,47.07,2.35,0.7,7.0735
2023,5,27,34.14,45.73,4.19,0.68,6.9365
2023,5,28,34.38,45.0,7.67,0.67,5.7862
2023,5,29,32.68,51.83,4.44,0.32,0.4342
2023,5,30,32.55,58.31,3.07,0.62,3.7817
2023,5,31,33.67,51.19,3.65,0.67,5.8418
2023,6,1,34.44,39.3,3.58,0.68,6.4598
2023,6,2,36.13,31.47,3.43,0.68,6.0919
2023,6,3,36.62,34.01,3.5,0.68,6.5832
2023,6,4,36.72,35.05,4.69,0.66,5.4718
2023,6,5,35.95,39.22,3.73,0.68,6.5438
2023,6,6,35.77,37.85,3.09,0.69,6.5508
2023,6,7,36.15,33.83,5.02,0.64,4.415
2023,6,8,36.16,31.14,4.17,0.7,6.4913
2023,6,9,36.99,27.77,3.81,0.69,6.0922
2023,6,10,36.04,34.07,3.51,0.68,5.9227
2023,6,11,35.02,40.6,3.67,0.62,3.3199
2023,6,12,34.65,39.0,5.34,0.68,5.9467
2023,6,13,34.27,33.75,4.56,0.74,8.881
2023,6,14,35.95,32.45,3.96,0.7,6.9415
2023,6,15,36.53,37.25,4.46,0.68,5.797
2023,6,16,35.77,32.16,5.59,0.72,7.5972
2023,6,17,34.13,37.26,4.31,0.76,9.8791
2023,6,18,36.18,31.64,3.91,0.74,9.3653
2023,6,19,34.79,42.5,3.83,0.71,7.5305
2023,6,20,35.27,36.53,6.67,0.7,6.6677
2023,6,21,36.0,29.68,6.43,0.7,6.7906
2023,6,22,35.65,30.42,6.33,0.7,6.9166
2023,6,23,35.54,31.16,5.37,0.68,6.0242
2023,6,24,34.82,38.51,4.15,0.63,4.1815
2023,6,25,34.04,46.34,4.59,0.66,5.2262
2023,6,26,35.56,40.52,6.45,0.69,6.317
2023,6,27,35.42,40.93,6.52,0.71,7.3697
2023,6,28,34.3,45.43,6.87,0.71,7.457
2023,6,29,35.23,34.36,6.62,0.68,6.156
2023,6,30,33.26,50.4,5.83,0.66,4.6385
2023,7,1,33.68,45.75,4.15,0.67,5.3141
2023,7,2,35.51,34.36,3.3,0.69,6.7634
2023,7,3,35.35,34.39,4.76,0.7,7.3526
2023,7,4,34.13,42.13,3.91,0.7,7.2778
2023,7,5,33.82,45.43,4.85,0.69,6.822
2023,7,6,34.3,42.91,5.2,0.66,5.2994
2023,7,7,33.99,44.79,5.33,0.68,6.4159
2023,7,8,33.71,45.04,4.64,0.69,6.0864
2023,7,9,34.45,38.7,4.21,0.69,7.1518
2023,7,10,34.64,36.72,5.37,0.63,5.0606
2023,7,11,35.32,39.81,5.51,0.64,4.3762
2023,7,12,34.63,41.71,7.14,0.67,5.4583
2023,7,13,35.17,44.08,6.21,0.65,5.2298
2023,7,14,35.89,43.71,2.98,0.6,4.6735
2023,7,15,35.96,43.61,2.7,0.63,4.962
2023,7,16,35.6,40.61,2.92,0.64,4.9402
2023,7,17,36.34,43.38,4.66,0.63,3.9876
2023,7,18,36.72,34.99,5.71,0.63,4.5065
2023,7,19,37.29,26.26,5.26,0.67,5.4641
2023,7,20,36.68,31.35,5.0,0.67,5.8601
2023,7,21,36.53,33.93,6.42,0.68,6.4118
2023,7,22,35.37,36.78,5.24,0.69,6.6874
2023,7,23,35.72,32.6,3.51,0.69,6.8755
2023,7,24,37.3,27.07,3.64,0.66,6.0672
2023,7,25,38.09,26.53,3.0,0.66,5.0767
2023,7,26,37.58,28.87,4.0,0.62,4.6231
2023,7,27,38.02,31.16,5.03,0.65,4.9044
2023,7,28,37.63,31.28,6.28,0.64,4.9697
2023,7,29,37.16,30.63,4.65,0.7,6.6262
2023,7,30,36.28,34.66,3.18,0.71,7.2566
2023,7,31,36.18,35.4,3.07,0.7,6.7135
2023,8,1,36.73,25.04,4.3,0.7,6.725
2023,8,2,36.98,23.38,5.55,0.7,6.9816
2023,8,3,35.6,36.86,4.88,0.71,7.0675
2023,8,4,35.31,44.76,4.86,0.7,7.4347
2023,8,5,35.22,45.88,4.83,0.67,5.8452
2023,8,6,35.9,40.7,5.16,0.66,5.2298
2023,8,7,35.44,34.14,5.43,0.68,5.7667
2023,8,8,36.11,29.94,5.01,0.69,6.4742
2023,8,9,36.59,30.2,3.83,0.71,7.4066
2023,8,10,36.76,35.74,6.15,0.7,6.6456
2023,8,11,35.33,39.82,5.75,0.68,5.689
2023,8,12,34.52,48.51,5.07,0.63,4.0738
2023,8,13,35.36,44.95,2.76,0.56,3.0454
2023,8,14,35.95,43.9,3.99,0.57,3.0586
2023,8,15,36.21,49.6,3.24,0.66,5.6426
2023,8,16,35.55,53.53,3.1,0.58,3.4975
2023,8,17,35.33,53.43,5.3,0.54,2.7341
2023,8,18,34.4,56.14,5.01,0.58,3.2069
2023,8,19,35.11,51.44,4.03,0.63,4.5674
2023,8,20,35.23,50.96,4.39,0.64,4.6841
2023,8,21,36.42,45.88,2.71,0.56,3.1075
2023,8,22,36.84,44.7,2.8,0.61,3.4824
2023,8,23,36.91,43.15,3.28,0.63,3.9785
2023,8,24,36.65,42.08,3.85,0.65,4.9709
2023,8,25,37.0,43.57,3.8,0.65,5.4348
2023,8,26,35.86,53.01,3.03,0.62,4.1789
2023,8,27,35.03,57.73,3.11,0.56,2.7878
2023,8,28,34.86,54.41,3.74,0.53,2.0537
2023,8,29,35.4,51.23,3.68,0.67,5.9126
2023,8,30,35.67,40.55,4.5,0.68,6.5376
2023,8,31,35.15,36.21,5.18,0.68,6.029
2023,9,1,35.37,46.08,4.08,0.59,3.4358
2023,9,2,36.95,38.67,4.1,0.54,2.5524
2023,9,3,36.82,43.41,4.2,0.59,3.4464
2023,9,4,35.51,49.49,3.19,0.62,4.4863
2023,9,5,37.12,37.24,4.22,0.7,6.6259
2023,9,6,37.61,36.9,4.88,0.71,7.068
2023,9,7,38.17,31.08,3.66,0.63,4.3925
2023,9,8,38.6,33.41,3.81,0.64,4.0255
2023,9,9,35.4,47.74,3.39,0.65,4.6608
2023,9,10,35.37,47.8,2.65,0.62,4.1928
2023,9,11,35.82,43.8,3.05,0.6,3.2563
2023,9,12,36.02,38.94,3.11,0.58,2.8042
2023,9,13,35.64,48.03,6.91,0.6,3.1798
2023,9,14,35.37,46.24,7.24,0.63,4.0327
2023,9,15,34.09,55.52,5.94,0.64,4.253
2023,9,16,33.95,54.19,4.4,0.62,3.8338
2023,9,17,33.79,51.8,4.27,0.59,2.8786
2023,9,18,33.56,53.04,3.83,0.59,3.0936
2023,9,19,35.84,43.86,4.91,0.62,3.9252
2023,9,20,35.55,44.87,4.93,0.62,3.9965
2023,9,21,33.66,55.55,5.61,0.61,3.8071
2023,9,22,35.75,38.54,4.85,0.66,4.799
2023,9,23,35.52,38.39,3.98,0.64,4.433
2023,9,24,35.4,43.11,3.63,0.65,4.5857
2023,9,25,35.37,36.29,3.99,0.64,4.517
2023,9,26,34.97,38.81,3.05,0.57,3.0996
2023,9,27,35.28,43.21,3.51,0.57,3.0086
2023,9,28,34.93,38.46,3.66,0.64,4.2977
2023,9,29,34.8,38.29,3.75,0.63,4.6198
2023,9,30,34.43,43.3,2.68,0.66,4.9817
2023,10,1,33.38,48.56,3.23,0.66,5.123
2023,10,2,33.87,44.5,2.69,0.67,5.3566
2023,10,3,34.19,42.48,2.6,0.68,5.5414
2023,10,4,33.79,48.04,3.56,0.67,5.4038
2023,10,5,34.32,47.29,3.62,0.68,5.4934
2023,10,6,35.04,35.73,4.38,0.67,5.3988
2023,10,7,34.03,46.37,3.42,0.68,5.7082
2023,10,8,35.85,32.28,2.98,0.69,5.7398
2023,10,9,36.36,23.32,3.14,0.68,5.2752
2023,10,10,34.84,38.46,6.13,0.66,4.848
2023,10,11,33.72,47.26,3.68,0.65,4.793
2023,10,12,33.58,47.58,3.75,0.68,5.6731
2023,10,13,33.11,52.97,3.96,0.7,6.5705
2023,10,14,33.45,47.01,3.12,0.69,5.9928
2023,10,15,32.36,51.79,3.08,0.66,5.2104
2023,10,16,32.43,51.22,4.25,0.66,5.3124
2023,10,17,32.24,50.94,4.32,0.65,5.0208
2023,10,18,32.55,44.74,4.14,0.67,5.7629
2023,10,19,32.4,42.68,3.4,0.66,5.5246
2023,10,20,32.32,47.73,3.67,0.65,4.9714
2023,10,21,31.71,49.75,3.3,0.68,6.1483
2023,10,22,31.83,48.89,3.91,0.66,5.4072
2023,10,23,32.96,40.91,5.09,0.65,4.8163
2023,10,24,32.53,39.07,4.35,0.64,4.6646
2023,10,25,33.12,39.54,3.2,0.66,5.2406
2023,10,26,33.5,44.0,4.18,0.66,5.4086
2023,10,27,32.1,54.35,2.84,0.6,3.9163
2023,10,28,31.3,56.91,3.41,0.53,3.5914
2023,10,29,29.24,65.56,3.2,0.53,3.0146
2023,10,30,29.64,61.6,2.53,0.65,5.7986
2023,10,31,30.45,59.23,3.16,0.64,5.2757
2023,11,1,31.12,58.27,3.61,0.61,4.4333
2023,11,2,30.2,64.41,2.84,0.61,4.4395
2023,11,3,30.17,64.25,2.13,0.47,3.4051
2023,11,4,30.41,58.19,2.52,0.66,5.9026
2023,11,5,29.98,60.8,2.2,0.65,5.687
2023,11,6,30.09,60.52,2.6,0.63,5.1979
2023,11,7,29.99,57.87,2.86,0.41,1.6116
2023,11,8,30.47,51.22,4.67,0.64,5.089
2023,11,9,30.0,56.97,2.65,0.62,4.793
2023,11,10,29.07,52.84,2.04,0.46,2.7958
2023,11,11,29.0,49.32,3.9,0.64,5.2471
2023,11,12,28.9,54.15,3.33,0.66,5.8913
2023,11,13,29.64,59.9,2.6,0.6,4.2982
2023,11,14,29.85,60.68,2.63,0.57,3.3298
2023,11,15,28.19,70.58,2.12,0.35,1.0915
2023,11,16,28.7,57.49,4.41,0.66,5.6818
2023,11,17,29.11,48.6,3.92,0.65,5.4739
2023,11,18,29.88,56.13,2.6,0.64,5.2224
2023,11,19,29.34,65.84,4.04,0.39,1.1873
2023,11,20,28.89,62.21,4.82,0.52,3.4114
2023,11,21,27.68,54.15,6.0,0.68,6.5062
2023,11,22,29.74,50.68,3.84,0.63,5.1415
2023,11,23,30.67,56.5,4.55,0.57,4.3351
2023,11,24,29.81,62.79,3.06,0.61,5.3405
2023,11,25,29.52,64.16,2.81,0.64,5.6102
2023,11,26,30.24,58.09,3.38,0.63,5.3402
2023,11,27,29.93,55.65,4.48,0.59,4.3476
2023,11,28,29.51,54.46,4.6,0.66,5.8363
2023,11,29,29.46,49.27,3.08,0.66,5.8922
2023,11,30,29.01,58.32,3.2,0.62,4.6162
2023,12,1,29.21,61.94,3.24,0.63,4.7678
2023,12,2,28.87,60.66,2.72,0.65,5.1934
2023,12,3,28.67,50.69,3.7,0.51,2.3508
2023,12,4,28.97,36.69,4.63,0.65,5.1682
2023,12,5,28.54,39.49,3.82,0.64,5.0482
2023,12,6,28.41,50.48,4.47,0.54,3.7519
2023,12,7,28.73,56.89,3.01,0.66,5.7137
2023,12,8,27.83,54.51,3.09,0.61,3.9907
2023,12,9,27.87,63.92,3.37,0.65,5.1298
2023,12,10,28.25,55.47,3.05,0.64,4.8228
2023,12,11,28.88,53.19,2.63,0.58,3.9079
2023,12,12,29.13,57.12,6.46,0.55,3.0043
2023,12,13,25.42,52.56,6.08,0.7,6.4882
2023,12,14,24.86,30.38,4.87,0.74,7.9486
2023,12,15,26.19,30.2,4.67,0.71,7.1165
2023,12,16,26.09,28.63,4.09,0.71,6.8436
2023,12,17,25.77,30.88,3.86,0.72,7.2218
2023,12,18,25.47,31.04,3.67,0.71,6.732
2023,12,19,26.07,51.26,2.87,0.67,6.0602
2023,12,20,27.06,56.34,2.73,0.6,4.8336
2023,12,21,27.47,63.59,4.59,0.62,5.1214
2023,12,22,27.62,67.7,5.72,0.62,5.0071
2023,12,23,25.61,70.74,4.89,0.52,3.3499
2023,12,24,23.43,63.8,4.62,0.65,5.7598
2023,12,25,23.69,59.58,4.09,0.64,5.4326
2023,12,26,25.56,65.26,2.67,0.58,3.5887
2023,12,27,26.01,73.42,3.03,0.5,2.3921
2023,12,28,26.15,73.13,3.2,0.47,2.2786
2023,12,29,24.93,67.29,3.85,0.53,3.1159
2023,12,30,24.21,64.94,4.25,0.6,4.9224
2023,12,31,23.4,56.21,4.13,0.71,7.571
