-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: latitude  28.4   longitude 36.6 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 874.62 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_SW_DNI     CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,WS10M,ALLSKY_KT,ALLSKY_SFC_SW_DNI
2023,4,10,23.53,37.96,3.83,0.65,4.9495
2023,4,11,22.55,42.87,6.34,0.61,2.8896
2023,4,12,15.3,39.38,7.18,0.65,3.6113
2023,4,13,15.05,39.9,4.83,0.76,7.9728
2023,4,14,17.77,35.31,4.01,0.68,5.5289
2023,4,15,21.71,28.07,4.92,0.56,2.4365
2023,4,16,22.87,35.67,2.54,0.68,6.0298
2023,4,17,23.87,37.28,4.28,0.68,5.9328
2023,4,18,26.02,30.17,3.71,0.72,7.032
2023,4,19,26.18,29.88,3.24,0.68,5.2963
2023,4,20,25.72,27.21,4.65,0.63,4.3644
2023,4,21,22.55,32.76,3.83,0.75,7.7561
2023,4,22,23.3,16.18,3.44,0.66,3.9122
2023,4,23,24.77,19.76,4.57,0.52,0.8894
2023,4,24,23.2,32.73,3.04,0.71,6.2477
2023,4,25,22.52,25.15,3.72,0.75,8.2812
2023,4,26,23.56,20.64,3.07,0.76,9.0398
2023,4,27,23.75,18.39,3.45,0.74,7.9457
2023,4,28,21.65,24.3,4.84,0.75,7.8454
2023,4,29,19.33,34.48,4.34,0.78,10.0313
2023,4,30,18.34,28.96,2.75,0.78,9.9943
2023,5,1,19.92,23.16,2.92,0.72,8.1569
2023,5,2,22.56,17.45,3.16,0.76,9.3144
2023,5,3,23.66,20.83,3.33,0.76,9.324
2023,5,4,26.03,17.48,5.27,0.76,9.3953
2023,5,5,27.53,16.24,5.97,0.76,8.8853
2023,5,6,24.66,18.02,6.21,0.73,6.3358
2023,5,7,22.77,20.16,3.52,0.76,7.9171
2023,5,8,21.75,33.67,2.72,0.74,7.7112
2023,5,9,22.86,30.44,2.38,0.74,8.6078
2023,5,10,25.62,19.59,4.03,0.76,9.0218
2023,5,11,26.14,13.88,3.9,0.77,8.8867
2023,5,12,27.85,16.92,6.76,0.73,6.827
2023,5,13,24.17,24.45,3.49,0.75,8.0971
2023,5,14,25.26,23.87,3.97,0.66,4.1964
2023,5,15,28.2,14.12,3.48,0.71,6.7169
2023,5,16,28.54,15.67,3.58,0.73,7.2586
2023,5,17,29.15,13.99,3.1,0.75,8.0935
2023,5,18,29.32,18.78,3.85,0.72,6.167
2023,5,19,25.58,26.9,4.56,0.74,7.4206
2023,5,20,22.95,27.34,3.66,0.77,9.756
2023,5,21,23.79,26.83,2.94,0.68,5.0906
2023,5,22,28.56,17.88,5.44,0.69,5.117
2023,5,23,26.96,25.16,3.68,0.47,1.6838
2023,5,24,28.62,23.32,4.22,0.69,5.4209
2023,5,25,27.09,18.7,4.38,0.73,6.8916
2023,5,26,26.95,17.81,2.36,0.7,5.749
2023,5,27,27.98,27.65,4.62,0.34,0.5983
2023,5,28,23.08,63.52,4.5,0.26,0.5443
2023,5,29,25.73,60.32,5.98,0.53,3.1238
2023,5,30,24.5,45.78,2.59,0.73,7.7686
2023,5,31,25.82,36.35,2.7,0.73,8.1204
2023,6,1,28.82,25.95,2.59,0.72,7.4462
2023,6,2,29.82,23.82,3.72,0.65,5.6297
2023,6,3,31.6,22.25,3.06,0.6,3.4757
2023,6,4,30.11,28.13,4.98,0.57,3.2246
2023,6,5,30.0,28.19,3.53,0.64,5.4929
2023,6,6,29.06,21.3,4.26,0.72,6.9617
2023,6,7,28.4,19.98,4.0,0.71,6.6391
2023,6,8,30.86,19.72,3.37,0.62,3.4795
2023,6,9,32.12,19.85,3.43,0.48,1.4642
2023,6,10,31.45,20.95,5.51,0.67,4.6438
2023,6,11,28.43,26.42,3.9,0.74,8.3158
2023,6,12,27.58,26.43,3.87,0.74,8.8536
2023,6,13,29.81,24.63,3.61,0.68,6.0713
2023,6,14,31.14,20.95,6.06,0.69,5.4562
2023,6,15,28.6,27.8,3.93,0.76,9.3919
2023,6,16,27.75,24.4,3.89,0.77,9.7788
2023,6,17,31.39,17.84,2.52,0.73,6.9158
2023,6,18,30.41,26.41,4.44,0.74,7.6968
2023,6,19,28.84,18.25,3.86,0.77,9.4932
2023,6,20,27.83,23.86,3.26,0.77,9.7601
2023,6,21,29.78,19.17,3.13,0.77,9.9648
2023,6,22,30.84,19.08,3.03,0.76,9.7656
2023,6,23,31.45,19.5,2.46,0.75,8.6659
2023,6,24,31.65,17.58,2.87,0.77,10.0409
2023,6,25,31.68,16.27,2.82,0.75,9.3742
2023,6,26,30.4,18.09,3.22,0.76,10.0733
2023,6,27,29.14,14.77,2.92,0.79,10.9034
2023,6,28,29.96,17.27,2.55,0.78,10.6992
2023,6,29,30.49,18.48,3.36,0.76,9.203
2023,6,30,30.39,23.82,3.32,0.75,8.496
2023,7,1,30.83,17.2,2.92,0.75,9.1606
2023,7,2,31.57,17.9,3.45,0.75,9.5616
2023,7,3,31.43,18.89,2.59,0.75,9.8388
2023,7,4,32.92,13.23,3.47,0.75,9.715
2023,7,5,32.67,14.62,3.8,0.74,8.4053
2023,7,6,32.26,16.06,2.7,0.75,8.9993
2023,7,7,31.93,16.72,3.26,0.75,8.5781
2023,7,8,30.86,24.4,3.54,0.76,9.8381
2023,7,9,30.17,23.49,3.68,0.75,9.3384
2023,7,10,30.2,25.24,3.14,0.75,9.0499
2023,7,11,31.17,27.05,2.82,0.72,8.2594
2023,7,12,33.28,17.71,4.26,0.73,8.7586
2023,7,13,34.03,15.76,4.49,0.74,9.3062
2023,7,14,34.76,14.01,4.06,0.75,8.9292
2023,7,15,35.0,13.8,3.54,0.75,9.2222
2023,7,16,33.93,14.98,4.22,0.73,7.1021
2023,7,17,33.1,16.15,3.49,0.75,9.0902
2023,7,18,32.57,16.3,3.45,0.75,8.6815
2023,7,19,32.17,16.64,4.07,0.75,8.9618
2023,7,20,32.27,18.72,3.23,0.75,8.5896
2023,7,21,33.03,16.62,2.16,0.73,8.3458
2023,7,22,33.32,17.03,3.05,0.73,8.1862
2023,7,23,33.78,14.85,3.02,0.74,8.6712
2023,7,24,32.93,18.01,3.1,0.74,9.0125
2023,7,25,32.76,15.95,2.28,0.75,8.7444
2023,7,26,34.16,17.25,4.06,0.7,6.642
2023,7,27,34.34,18.71,2.97,0.71,6.9202
2023,7,28,34.09,19.19,3.06,0.72,7.9759
2023,7,29,34.02,14.97,3.37,0.73,8.1276
2023,7,30,33.82,22.03,3.41,0.73,7.7328
2023,7,31,33.05,21.08,4.42,0.73,8.3285
2023,8,1,32.15,20.33,4.1,0.74,7.9898
2023,8,2,31.66,18.12,2.67,0.74,8.1554
2023,8,3,32.42,19.88,2.86,0.75,9.2254
2023,8,4,31.81,18.69,3.49,0.76,10.2098
2023,8,5,30.68,22.41,3.38,0.75,9.0739
2023,8,6,30.15,20.31,4.07,0.71,8.0611
2023,8,7,30.35,15.26,3.29,0.73,8.0695
2023,8,8,30.89,21.0,3.46,0.76,9.211
2023,8,9,32.45,19.56,4.39,0.75,9.1651
2023,8,10,32.4,21.58,2.54,0.76,9.593
2023,8,11,33.63,17.8,5.09,0.73,7.1616
2023,8,12,35.23,14.3,4.23,0.59,4.3286
2023,8,13,35.58,18.38,3.96,0.6,3.9413
2023,8,14,36.6,19.08,3.95,0.6,3.7733
2023,8,15,36.38,20.12,3.56,0.67,5.5133
2023,8,16,36.04,21.51,3.22,0.67,5.3405
2023,8,17,36.22,17.07,2.22,0.67,5.7019
2023,8,18,36.63,15.76,3.14,0.69,6.2928
2023,8,19,36.32,11.62,3.5,0.69,5.9897
2023,8,20,36.59,11.96,3.58,0.7,6.5686
2023,8,21,36.59,14.58,2.25,0.69,6.318
2023,8,22,36.97,14.41,2.72,0.67,6.0413
2023,8,23,37.07,13.41,2.21,0.67,5.5656
2023,8,24,36.5,14.06,3.42,0.69,6.3552
2023,8,25,35.05,15.11,3.74,0.7,5.7732
2023,8,26,32.92,22.11,3.48,0.73,8.0561
2023,8,27,31.18,23.48,4.24,0.73,8.3251
2023,8,28,29.13,24.56,4.42,0.74,8.4422
2023,8,29,28.73,25.5,3.27,0.74,8.5418
2023,8,30,29.68,28.51,3.41,0.73,8.4782
2023,8,31,31.47,17.32,3.43,0.73,8.5082
2023,9,1,31.95,15.46,3.41,0.73,8.0162
2023,9,2,33.05,15.07,3.67,0.71,7.0901
2023,9,3,31.96,17.98,4.39,0.73,7.387
2023,9,4,30.83,24.96,4.22,0.72,7.3865
2023,9,5,32.61,19.23,2.83,0.69,5.939
2023,9,6,33.52,18.6,2.62,0.68,5.6359
2023,9,7,35.27,13.74,3.4,0.69,5.9796
2023,9,8,34.18,14.16,3.31,0.7,6.037
2023,9,9,34.01,15.42,4.13,0.69,5.6213
2023,9,10,30.83,26.64,3.88,0.72,7.0207
2023,9,11,29.23,25.68,3.24,0.73,6.6914
2023,9,12,29.41,22.01,5.32,0.71,5.3196
2023,9,13,27.93,31.1,4.4,0.69,4.9718
2023,9,14,28.43,37.13,1.86,0.7,5.6119
2023,9,15,29.67,23.32,3.8,0.72,6.8172
2023,9,16,29.08,21.61,3.27,0.73,7.1054
2023,9,17,28.82,20.58,3.27,0.73,7.5173
2023,9,18,28.44,15.68,3.45,0.74,7.6711
2023,9,19,28.72,17.18,2.81,0.74,7.7525
2023,9,20,27.91,22.75,3.07,0.75,7.9529
2023,9,21,28.13,27.73,3.69,0.75,8.557
2023,9,22,29.62,20.57,2.98,0.74,7.8929
2023,9,23,31.06,16.42,3.45,0.72,6.9281
2023,9,24,31.17,18.31,3.54,0.71,6.5969
2023,9,25,29.92,20.95,2.99,0.73,7.567
2023,9,26,29.46,17.53,3.78,0.73,7.3152
2023,9,27,30.13,16.48,3.35,0.71,6.2491
2023,9,28,30.99,15.33,2.91,0.68,5.4336
2023,9,29,30.24,16.36,3.78,0.67,5.1346
2023,9,30,29.02,15.59,3.83,0.72,6.8729
2023,10,1,29.35,19.49,4.49,0.71,6.1099
2023,10,2,27.77,36.84,3.95,0.5,2.441
2023,10,3,27.13,33.06,3.13,0.56,2.7802
2023,10,4,27.88,29.72,2.95,0.7,6.2309
2023,10,5,28.42,25.03,4.03,0.73,7.2934
2023,10,6,28.5,23.59,3.74,0.67,5.3239
2023,10,7,27.95,29.92,3.46,0.69,5.6227
2023,10,8,29.17,21.73,2.45,0.69,6.0538
2023,10,9,29.72,18.96,4.48,0.65,4.5084
2023,10,10,28.88,25.24,4.28,0.64,4.0013
2023,10,11,27.24,36.37,4.53,0.69,5.9114
2023,10,12,25.01,33.57,3.68,0.73,7.6063
2023,10,13,24.86,25.86,2.83,0.74,7.8466
2023,10,14,24.73,28.49,4.28,0.74,7.9301
2023,10,15,21.64,41.0,3.71,0.74,7.4002
2023,10,16,20.9,39.06,3.37,0.75,8.0724
2023,10,17,21.71,33.49,4.61,0.74,8.076
2023,10,18,22.17,28.12,3.19,0.75,7.8821
2023,10,19,21.67,44.32,2.39,0.64,4.2154
2023,10,20,23.79,26.58,3.19,0.72,6.5371
2023,10,21,23.68,23.18,4.04,0.74,7.5182
2023,10,22,26.14,21.19,2.75,0.72,6.9485
2023,10,23,26.89,27.7,2.78,0.67,5.9618
2023,10,24,26.07,32.49,2.71,0.59,3.8849
2023,10,25,25.33,34.32,3.68,0.7,6.3638
2023,10,26,25.95,27.86,4.26,0.69,5.7886
2023,10,27,26.39,33.05,4.32,0.62,4.3222
2023,10,28,23.83,54.61,3.32,0.44,0.8947
2023,10,29,21.27,60.66,4.64,0.56,3.1627
2023,10,30,19.07,70.88,3.84,0.57,4.2516
2023,10,31,20.51,61.47,2.97,0.68,6.2767
2023,11,1,22.09,49.91,3.08,0.7,6.6473
2023,11,2,22.46,51.86,3.56,0.7,7.0387
2023,11,3,24.25,44.86,2.72,0.69,6.9134
2023,11,4,24.83,45.12,4.18,0.67,6.0516
2023,11,5,24.87,44.03,3.01,0.69,6.4282
2023,11,6,23.8,43.13,3.56,0.7,7.003
2023,11,7,22.75,41.28,2.92,0.72,7.6877
2023,11,8,21.72,32.91,3.88,0.74,8.1146
2023,11,9,21.71,31.05,3.52,0.74,7.7551
2023,11,10,23.49,32.22,2.12,0.7,6.8801
2023,11,11,22.57,41.11,2.04,0.58,2.575
2023,11,12,23.54,37.63,3.82,0.5,0.8218
2023,11,13,22.24,51.4,3.41,0.44,1.8346
2023,11,14,21.37,52.63,3.69,0.63,5.0335
2023,11,15,17.76,60.27,2.96,0.62,4.7369
2023,11,16,17.02,54.49,3.5,0.72,6.9319
2023,11,17,18.01,43.14,3.43,0.73,7.7741
2023,11,18,18.75,44.95,4.51,0.74,8.0006
2023,11,19,17.36,55.35,6.15,0.7,6.017
2023,11,20,12.9,59.9,4.46,0.72,6.3454
2023,11,21,12.85,61.33,3.91,0.75,8.4446
2023,11,22,15.68,53.99,6.92,0.48,1.9812
2023,11,23,18.47,50.47,3.38,0.66,4.5473
2023,11,24,16.25,54.76,3.19,0.7,6.0182
2023,11,25,17.28,44.1,5.26,0.6,2.5858
2023,11,26,18.55,50.11,6.18,0.58,2.2985
2023,11,27,14.05,50.09,3.89,0.7,5.4473
2023,11,28,11.4,67.38,4.66,0.65,4.3241
2023,11,29,14.54,54.07,5.36,0.71,6.5402
2023,11,30,16.79,45.71,2.7,0.72,6.787
2023,12,1,17.11,47.38,3.44,0.71,6.7834
2023,12,2,15.67,52.04,5.83,0.68,5.5934
2023,12,3,17.91,45.9,6.12,0.68,5.6568
2023,12,4,19.42,37.16,5.45,0.62,3.9574
2023,12,5,20.11,39.54,4.95,0.32,1.0502
2023,12,6,18.88,55.58,2.71,0.64,4.53
2023,12,7,16.2,50.85,2.94,0.71,6.6984
2023,12,8,16.63,46.9,4.27,0.63,4.326
2023,12,9,15.75,49.34,2.59,0.68,5.1264
2023,12,10,17.67,53.15,3.56,0.62,3.887
2023,12,11,17.99,70.29,3.73,0.34,0.3293
2023,12,12,14.27,62.01,3.04,0.64,5.2284
2023,12,13,11.06,75.92,3.52,0.71,6.9883
2023,12,14,11.47,70.25,2.5,0.75,8.4497
2023,12,15,11.91,55.3,5.49,0.76,8.3242
2023,12,16,14.01,38.47,4.06,0.74,7.531
2023,12,17,15.48,29.86,2.53,0.74,7.3462
2023,12,18,13.34,32.63,3.69,0.73,7.1314
2023,12,19,11.5,38.99,5.44,0.73,7.1815
2023,12,20,11.82,44.58,4.87,0.64,4.4045
2023,12,21,15.39,55.37,5.05,0.51,1.2566
2023,12,22,13.48,60.22,4.04,0.73,6.7613
2023,12,23,11.17,64.27,3.17,0.7,5.5154
2023,12,24,10.68,69.65,1.93,0.7,6.1394
2023,12,25,11.39,60.43,4.76,0.71,6.697
2023,12,26,13.49,57.68,6.99,0.69,5.9314
2023,12,27,15.72,64.88,5.13,0.64,4.7825
2023,12,28,13.73,75.02,3.0,0.41,2.442
2023,12,29,12.15,72.1,4.81,0.5,3.2654
2023,12,30,11.5,70.62,4.42,0.62,5.3335
2023,12,31,10.8,64.08,3.46,0.71,6.7966
